	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute
3032		2022	5	7	8	0
3033		2022	5	7	9	0
3034		2022	5	7	10	0
3035		2022	5	7	11	0
3036		2022	5	7	12	0
3037		2022	5	7	13	0
3038		2022	5	7	14	0
3039		2022	5	7	15	0
3040		2022	5	7	16	0
3041		2022	5	7	17	0
3042		2022	5	7	18	0
3043		2022	5	7	19	0
3044		2022	5	7	20	0
3045		2022	5	7	21	0
3046		2022	5	7	22	0
3047		2022	5	7	23	0
3048		2022	5	8	0	0
3049		2022	5	8	1	0
3050		2022	5	8	2	0
3051		2022	5	8	3	0
3052		2022	5	8	4	0
3053		2022	5	8	5	0
3054		2022	5	8	6	0
3055		2022	5	8	7	0
3056		2022	5	8	8	0
3057		2022	5	8	9	0
3058		2022	5	8	10	0
3059		2022	5	8	11	0
3060		2022	5	8	12	0
3061		2022	5	8	13	0
3062		2022	5	8	14	0
3063		2022	5	8	15	0
3064		2022	5	8	16	0
3065		2022	5	8	17	0
3066		2022	5	8	18	0
3067		2022	5	8	19	0
3068		2022	5	8	20	0
3069		2022	5	8	21	0
3070		2022	5	8	22	0
3071		2022	5	8	23	0
3072		2022	5	9	0	0
3073		2022	5	9	1	0
3074		2022	5	9	2	0
3075		2022	5	9	3	0
3076		2022	5	9	4	0
3077		2022	5	9	5	0
3078		2022	5	9	6	0
3079		2022	5	9	7	0
3080		2022	5	9	8	0
3081		2022	5	9	9	0
3082		2022	5	9	10	0
3083		2022	5	9	11	0
3084		2022	5	9	12	0
3085		2022	5	9	13	0
3086		2022	5	9	14	0
3087		2022	5	9	15	0
3088		2022	5	9	16	0
3089		2022	5	9	17	0
3090		2022	5	9	18	0
3091		2022	5	9	19	0
3092		2022	5	9	20	0
3093		2022	5	9	21	0
3094		2022	5	9	22	0
3095		2022	5	9	23	0
3096		2022	5	10	0	0
3097		2022	5	10	1	0
3098		2022	5	10	2	0
3099		2022	5	10	3	0
3100		2022	5	10	4	0
3101		2022	5	10	5	0
3102		2022	5	10	6	0
3103		2022	5	10	7	0
3104		2022	5	10	8	0
3105		2022	5	10	9	0
3106		2022	5	10	10	0
3107		2022	5	10	11	0
3108		2022	5	10	12	0
3109		2022	5	10	13	0
3110		2022	5	10	14	0
3111		2022	5	10	15	0
3112		2022	5	10	16	0
3113		2022	5	10	17	0
3114		2022	5	10	18	0
3115		2022	5	10	19	0
3116		2022	5	10	20	0
3117		2022	5	10	21	0
3118		2022	5	10	22	0
3119		2022	5	10	23	0
3120		2022	5	11	0	0
3121		2022	5	11	1	0
3122		2022	5	11	2	0
3123		2022	5	11	3	0
3124		2022	5	11	4	0
3125		2022	5	11	5	0
3126		2022	5	11	6	0
3127		2022	5	11	7	0
3128		2022	5	11	8	0
3129		2022	5	11	9	0
3130		2022	5	11	10	0
3131		2022	5	11	11	0
3132		2022	5	11	12	0
3133		2022	5	11	13	0
3134		2022	5	11	14	0
3135		2022	5	11	15	0
3136		2022	5	11	16	0
3137		2022	5	11	17	0
3138		2022	5	11	18	0
3139		2022	5	11	19	0
3140		2022	5	11	20	0
3141		2022	5	11	21	0
3142		2022	5	11	22	0
3143		2022	5	11	23	0
3144		2022	5	12	0	0
3145		2022	5	12	1	0
3146		2022	5	12	2	0
3147		2022	5	12	3	0
3148		2022	5	12	4	0
3149		2022	5	12	5	0
3150		2022	5	12	6	0
3151		2022	5	12	7	0
3152		2022	5	12	8	0
3153		2022	5	12	9	0
3154		2022	5	12	10	0
3155		2022	5	12	11	0
3156		2022	5	12	12	0
3157		2022	5	12	13	0
3158		2022	5	12	14	0
3159		2022	5	12	15	0
3160		2022	5	12	16	0
3161		2022	5	12	17	0
3162		2022	5	12	18	0
3163		2022	5	12	19	0
3164		2022	5	12	20	0
3165		2022	5	12	21	0
3166		2022	5	12	22	0
3167		2022	5	12	23	0
3168		2022	5	13	0	0
3169		2022	5	13	1	0
3170		2022	5	13	2	0
3171		2022	5	13	3	0
3172		2022	5	13	4	0
3173		2022	5	13	5	0
3174		2022	5	13	6	0
3175		2022	5	13	7	0
3176		2022	5	13	8	0
3177		2022	5	13	9	0
3178		2022	5	13	10	0
3179		2022	5	13	11	0
3180		2022	5	13	12	0
3181		2022	5	13	13	0
3182		2022	5	13	14	0
3183		2022	5	13	15	0
3184		2022	5	13	16	0
3185		2022	5	13	17	0
3186		2022	5	13	18	0
3187		2022	5	13	19	0
3188		2022	5	13	20	0
3189		2022	5	13	21	0
3190		2022	5	13	22	0
3191		2022	5	13	23	0
3192		2022	5	14	0	0
3193		2022	5	14	1	0
3194		2022	5	14	2	0
3195		2022	5	14	3	0
3196		2022	5	14	4	0
3197		2022	5	14	5	0
3198		2022	5	14	6	0
3199		2022	5	14	7	0
3200		2022	5	14	8	0
3201		2022	5	14	9	0
3202		2022	5	14	10	0
3203		2022	5	14	11	0
3204		2022	5	14	12	0
3205		2022	5	14	13	0
3206		2022	5	14	14	0
3207		2022	5	14	15	0
3208		2022	5	14	16	0
3209		2022	5	14	17	0
3210		2022	5	14	18	0
3211		2022	5	14	19	0
3212		2022	5	14	20	0
3213		2022	5	14	21	0
3214		2022	5	14	22	0
3215		2022	5	14	23	0
3216		2022	5	15	0	0
3217		2022	5	15	1	0
3218		2022	5	15	2	0
3219		2022	5	15	3	0
3220		2022	5	15	4	0
3221		2022	5	15	5	0
3222		2022	5	15	6	0
3223		2022	5	15	7	0
3224		2022	5	15	8	0
3225		2022	5	15	9	0
3226		2022	5	15	10	0
3227		2022	5	15	11	0
3228		2022	5	15	12	0
3229		2022	5	15	13	0
3230		2022	5	15	14	0
3231		2022	5	15	15	0
3232		2022	5	15	16	0
3233		2022	5	15	17	0
3234		2022	5	15	18	0
3235		2022	5	15	19	0
3236		2022	5	15	20	0
3237		2022	5	15	21	0
3238		2022	5	15	22	0
3239		2022	5	15	23	0
3240		2022	5	16	0	0
3241		2022	5	16	1	0
3242		2022	5	16	2	0
3243		2022	5	16	3	0
3244		2022	5	16	4	0
3245		2022	5	16	5	0
3246		2022	5	16	6	0
3247		2022	5	16	7	0
3248		2022	5	16	8	0
3249		2022	5	16	9	0
3250		2022	5	16	10	0
3251		2022	5	16	11	0
3252		2022	5	16	12	0
3253		2022	5	16	13	0
3254		2022	5	16	14	0
3255		2022	5	16	15	0
3256		2022	5	16	16	0
3257		2022	5	16	17	0
3258		2022	5	16	18	0
3259		2022	5	16	19	0
3260		2022	5	16	20	0
3261		2022	5	16	21	0
3262		2022	5	16	22	0
3263		2022	5	16	23	0
3264		2022	5	17	0	0
3265		2022	5	17	1	0
3266		2022	5	17	2	0
3267		2022	5	17	3	0
3268		2022	5	17	4	0
3269		2022	5	17	5	0
3270		2022	5	17	6	0
3271		2022	5	17	7	0
3272		2022	5	17	8	0
3273		2022	5	17	9	0
3274		2022	5	17	10	0
3275		2022	5	17	11	0
3276		2022	5	17	12	0
3277		2022	5	17	13	0
3278		2022	5	17	14	0
3279		2022	5	17	15	0
3280		2022	5	17	16	0
3281		2022	5	17	17	0
3282		2022	5	17	18	0
3283		2022	5	17	19	0
3284		2022	5	17	20	0
3285		2022	5	17	21	0
3286		2022	5	17	22	0
3287		2022	5	17	23	0
3288		2022	5	18	0	0
3289		2022	5	18	1	0
3290		2022	5	18	2	0
3291		2022	5	18	3	0
3292		2022	5	18	4	0
3293		2022	5	18	5	0
3294		2022	5	18	6	0
3295		2022	5	18	7	0
3296		2022	5	18	8	0
3297		2022	5	18	9	0
3298		2022	5	18	10	0
3299		2022	5	18	11	0
3300		2022	5	18	12	0
3301		2022	5	18	13	0
3302		2022	5	18	14	0
3303		2022	5	18	15	0
3304		2022	5	18	16	0
3305		2022	5	18	17	0
3306		2022	5	18	18	0
3307		2022	5	18	19	0
3308		2022	5	18	20	0
3309		2022	5	18	21	0
3310		2022	5	18	22	0
3311		2022	5	18	23	0
3312		2022	5	19	0	0
3313		2022	5	19	1	0
3314		2022	5	19	2	0
3315		2022	5	19	3	0
3316		2022	5	19	4	0
3317		2022	5	19	5	0
3318		2022	5	19	6	0
3319		2022	5	19	7	0
3320		2022	5	19	8	0
3321		2022	5	19	9	0
3322		2022	5	19	10	0
3323		2022	5	19	11	0
3324		2022	5	19	12	0
3325		2022	5	19	13	0
3326		2022	5	19	14	0
3327		2022	5	19	15	0
3328		2022	5	19	16	0
3329		2022	5	19	17	0
3330		2022	5	19	18	0
3331		2022	5	19	19	0
3332		2022	5	19	20	0
3333		2022	5	19	21	0
3334		2022	5	19	22	0
3335		2022	5	19	23	0
3336		2022	5	20	0	0
3337		2022	5	20	1	0
3338		2022	5	20	2	0
3339		2022	5	20	3	0
3340		2022	5	20	4	0
3341		2022	5	20	5	0
3342		2022	5	20	6	0
3343		2022	5	20	7	0
3344		2022	5	20	8	0
3345		2022	5	20	9	0
3346		2022	5	20	10	0
3347		2022	5	20	11	0
3348		2022	5	20	12	0
3349		2022	5	20	13	0
3350		2022	5	20	14	0
3351		2022	5	20	15	0
3352		2022	5	20	16	0
3353		2022	5	20	17	0
3354		2022	5	20	18	0
3355		2022	5	20	19	0
3356		2022	5	20	20	0
3357		2022	5	20	21	0
3358		2022	5	20	22	0
3359		2022	5	20	23	0
3360		2022	5	21	0	0
3361		2022	5	21	1	0
3362		2022	5	21	2	0
3363		2022	5	21	3	0
3364		2022	5	21	4	0
3365		2022	5	21	5	0
3366		2022	5	21	6	0
3367		2022	5	21	7	0
3368		2022	5	21	8	0
3369		2022	5	21	9	0
3370		2022	5	21	10	0
3371		2022	5	21	11	0
3372		2022	5	21	12	0
3373		2022	5	21	13	0
3374		2022	5	21	14	0
3375		2022	5	21	15	0
3376		2022	5	21	16	0
3377		2022	5	21	17	0
3378		2022	5	21	18	0
3379		2022	5	21	19	0
3380		2022	5	21	20	0
3381		2022	5	21	21	0
3382		2022	5	21	22	0
3383		2022	5	21	23	0
3384		2022	5	22	0	0
3385		2022	5	22	1	0
3386		2022	5	22	2	0
3387		2022	5	22	3	0
3388		2022	5	22	4	0
3389		2022	5	22	5	0
3390		2022	5	22	6	0
3391		2022	5	22	7	0
3392		2022	5	22	8	0
3393		2022	5	22	9	0
3394		2022	5	22	10	0
3395		2022	5	22	11	0
3396		2022	5	22	12	0
3397		2022	5	22	13	0
3398		2022	5	22	14	0
3399		2022	5	22	15	0
3400		2022	5	22	16	0
3401		2022	5	22	17	0
3402		2022	5	22	18	0
3403		2022	5	22	19	0
3404		2022	5	22	20	0
3405		2022	5	22	21	0
3406		2022	5	22	22	0
3407		2022	5	22	23	0
3408		2022	5	23	0	0
3409		2022	5	23	1	0
3410		2022	5	23	2	0
3411		2022	5	23	3	0
3412		2022	5	23	4	0
3413		2022	5	23	5	0
3414		2022	5	23	6	0
3415		2022	5	23	7	0
3416		2022	5	23	8	0
3417		2022	5	23	9	0
3418		2022	5	23	10	0
3419		2022	5	23	11	0
3420		2022	5	23	12	0
3421		2022	5	23	13	0
3422		2022	5	23	14	0
3423		2022	5	23	15	0
3424		2022	5	23	16	0
3425		2022	5	23	17	0
3426		2022	5	23	18	0
3427		2022	5	23	19	0
3428		2022	5	23	20	0
3429		2022	5	23	21	0
3430		2022	5	23	22	0
3431		2022	5	23	23	0
3432		2022	5	24	0	0
3433		2022	5	24	1	0
3434		2022	5	24	2	0
3435		2022	5	24	3	0
3436		2022	5	24	4	0
3437		2022	5	24	5	0
3438		2022	5	24	6	0
3439		2022	5	24	7	0
3440		2022	5	24	8	0
3441		2022	5	24	9	0
3442		2022	5	24	10	0
3443		2022	5	24	11	0
3444		2022	5	24	12	0
3445		2022	5	24	13	0
3446		2022	5	24	14	0
3447		2022	5	24	15	0
3448		2022	5	24	16	0
3449		2022	5	24	17	0
3450		2022	5	24	18	0
3451		2022	5	24	19	0
3452		2022	5	24	20	0
3453		2022	5	24	21	0
3454		2022	5	24	22	0
3455		2022	5	24	23	0
3456		2022	5	25	0	0
3457		2022	5	25	1	0
3458		2022	5	25	2	0
3459		2022	5	25	3	0
3460		2022	5	25	4	0
3461		2022	5	25	5	0
3462		2022	5	25	6	0
3463		2022	5	25	7	0
3464		2022	5	25	8	0
3465		2022	5	25	9	0
3466		2022	5	25	10	0
3467		2022	5	25	11	0
3468		2022	5	25	12	0
3469		2022	5	25	13	0
3470		2022	5	25	14	0
3471		2022	5	25	15	0
3472		2022	5	25	16	0
3473		2022	5	25	17	0
3474		2022	5	25	18	0
3475		2022	5	25	19	0
3476		2022	5	25	20	0
3477		2022	5	25	21	0
3478		2022	5	25	22	0
3479		2022	5	25	23	0
3480		2022	5	26	0	0
3481		2022	5	26	1	0
3482		2022	5	26	2	0
3483		2022	5	26	3	0
3484		2022	5	26	4	0
3485		2022	5	26	5	0
3486		2022	5	26	6	0
3487		2022	5	26	7	0
3488		2022	5	26	8	0
3489		2022	5	26	9	0
3490		2022	5	26	10	0
3491		2022	5	26	11	0
3492		2022	5	26	12	0
3493		2022	5	26	13	0
3494		2022	5	26	14	0
3495		2022	5	26	15	0
3496		2022	5	26	16	0
3497		2022	5	26	17	0
3498		2022	5	26	18	0
3499		2022	5	26	19	0
3500		2022	5	26	20	0
3501		2022	5	26	21	0
3502		2022	5	26	22	0
3503		2022	5	26	23	0
3504		2022	5	27	0	0
3505		2022	5	27	1	0
3506		2022	5	27	2	0
3507		2022	5	27	3	0
3508		2022	5	27	4	0
3509		2022	5	27	5	0
3510		2022	5	27	6	0
3511		2022	5	27	7	0
3512		2022	5	27	8	0
3513		2022	5	27	9	0
3514		2022	5	27	10	0
3515		2022	5	27	11	0
3516		2022	5	27	12	0
3517		2022	5	27	13	0
3518		2022	5	27	14	0
3519		2022	5	27	15	0
3520		2022	5	27	16	0
3521		2022	5	27	17	0
3522		2022	5	27	18	0
3523		2022	5	27	19	0
3524		2022	5	27	20	0
3525		2022	5	27	21	0
3526		2022	5	27	22	0
3527		2022	5	27	23	0
3528		2022	5	28	0	0
3529		2022	5	28	1	0
3530		2022	5	28	2	0
3531		2022	5	28	3	0
3532		2022	5	28	4	0
3533		2022	5	28	5	0
3534		2022	5	28	6	0
3535		2022	5	28	7	0
3536		2022	5	28	8	0
3537		2022	5	28	9	0
3538		2022	5	28	10	0
3539		2022	5	28	11	0
3540		2022	5	28	12	0
3541		2022	5	28	13	0
3542		2022	5	28	14	0
3543		2022	5	28	15	0
3544		2022	5	28	16	0
3545		2022	5	28	17	0
3546		2022	5	28	18	0
3547		2022	5	28	19	0
3548		2022	5	28	20	0
3549		2022	5	28	21	0
3550		2022	5	28	22	0
3551		2022	5	28	23	0
3552		2022	5	29	0	0
3553		2022	5	29	1	0
3554		2022	5	29	2	0
3555		2022	5	29	3	0
3556		2022	5	29	4	0
3557		2022	5	29	5	0
3558		2022	5	29	6	0
3559		2022	5	29	7	0
3560		2022	5	29	8	0
3561		2022	5	29	9	0
3562		2022	5	29	10	0
3563		2022	5	29	11	0
3564		2022	5	29	12	0
3565		2022	5	29	13	0
3566		2022	5	29	14	0
3567		2022	5	29	15	0
3568		2022	5	29	16	0
3569		2022	5	29	17	0
3570		2022	5	29	18	0
3571		2022	5	29	19	0
3572		2022	5	29	20	0
3573		2022	5	29	21	0
3574		2022	5	29	22	0
3575		2022	5	29	23	0
3576		2022	5	30	0	0
3577		2022	5	30	1	0
3578		2022	5	30	2	0
3579		2022	5	30	3	0
3580		2022	5	30	4	0
3581		2022	5	30	5	0
3582		2022	5	30	6	0
3583		2022	5	30	7	0
3584		2022	5	30	8	0
3585		2022	5	30	9	0
3586		2022	5	30	10	0
3587		2022	5	30	11	0
3588		2022	5	30	12	0
3589		2022	5	30	13	0
3590		2022	5	30	14	0
3591		2022	5	30	15	0
3592		2022	5	30	16	0
3593		2022	5	30	17	0
3594		2022	5	30	18	0
3595		2022	5	30	19	0
3596		2022	5	30	20	0
3597		2022	5	30	21	0
3598		2022	5	30	22	0
3599		2022	5	30	23	0
3600		2022	5	31	0	0
3601		2022	5	31	1	0
3602		2022	5	31	2	0
3603		2022	5	31	3	0
3604		2022	5	31	4	0
3605		2022	5	31	5	0
3606		2022	5	31	6	0
3607		2022	5	31	7	0
3608		2022	5	31	8	0
3609		2022	5	31	9	0
3610		2022	5	31	10	0
3611		2022	5	31	11	0
3612		2022	5	31	12	0
3613		2022	5	31	13	0
3614		2022	5	31	14	0
3615		2022	5	31	15	0
3616		2022	5	31	16	0
3617		2022	5	31	17	0
3618		2022	5	31	18	0
3619		2022	5	31	19	0
3620		2022	5	31	20	0
3621		2022	5	31	21	0
3622		2022	5	31	22	0
3623		2022	5	31	23	0
3624		2022	6	1	0	0
3625		2022	6	1	1	0
3626		2022	6	1	2	0
3627		2022	6	1	3	0
3628		2022	6	1	4	0
3629		2022	6	1	5	0
3630		2022	6	1	6	0
3631		2022	6	1	7	0
3632		2022	6	1	8	0
3633		2022	6	1	9	0
3634		2022	6	1	10	0
3635		2022	6	1	11	0
3636		2022	6	1	12	0
3637		2022	6	1	13	0
3638		2022	6	1	14	0
3639		2022	6	1	15	0
3640		2022	6	1	16	0
3641		2022	6	1	17	0
3642		2022	6	1	18	0
3643		2022	6	1	19	0
3644		2022	6	1	20	0
3645		2022	6	1	21	0
3646		2022	6	1	22	0
3647		2022	6	1	23	0
3648		2022	6	2	0	0
3649		2022	6	2	1	0
3650		2022	6	2	2	0
3651		2022	6	2	3	0
3652		2022	6	2	4	0
3653		2022	6	2	5	0
3654		2022	6	2	6	0
3655		2022	6	2	7	0
3656		2022	6	2	8	0
3657		2022	6	2	9	0
3658		2022	6	2	10	0
3659		2022	6	2	11	0
3660		2022	6	2	12	0
3661		2022	6	2	13	0
3662		2022	6	2	14	0
3663		2022	6	2	15	0
3664		2022	6	2	16	0
3665		2022	6	2	17	0
3666		2022	6	2	18	0
3667		2022	6	2	19	0
3668		2022	6	2	20	0
3669		2022	6	2	21	0
3670		2022	6	2	22	0
3671		2022	6	2	23	0
3672		2022	6	3	0	0
3673		2022	6	3	1	0
3674		2022	6	3	2	0
3675		2022	6	3	3	0
3676		2022	6	3	4	0
3677		2022	6	3	5	0
3678		2022	6	3	6	0
3679		2022	6	3	7	0
3680		2022	6	3	8	0
3681		2022	6	3	9	0
3682		2022	6	3	10	0
3683		2022	6	3	11	0
3684		2022	6	3	12	0
3685		2022	6	3	13	0
3686		2022	6	3	14	0
3687		2022	6	3	15	0
3688		2022	6	3	16	0
3689		2022	6	3	17	0
3690		2022	6	3	18	0
3691		2022	6	3	19	0
3692		2022	6	3	20	0
3693		2022	6	3	21	0
3694		2022	6	3	22	0
3695		2022	6	3	23	0
3696		2022	6	4	0	0
3697		2022	6	4	1	0
3698		2022	6	4	2	0
3699		2022	6	4	3	0
3700		2022	6	4	4	0
3701		2022	6	4	5	0
3702		2022	6	4	6	0
3703		2022	6	4	7	0
3704		2022	6	4	8	0
3705		2022	6	4	9	0
3706		2022	6	4	10	0
3707		2022	6	4	11	0
3708		2022	6	4	12	0
3709		2022	6	4	13	0
3710		2022	6	4	14	0
3711		2022	6	4	15	0
3712		2022	6	4	16	0
3713		2022	6	4	17	0
3714		2022	6	4	18	0
3715		2022	6	4	19	0
3716		2022	6	4	20	0
3717		2022	6	4	21	0
3718		2022	6	4	22	0
3719		2022	6	4	23	0
3720		2022	6	5	0	0
3721		2022	6	5	1	0
3722		2022	6	5	2	0
3723		2022	6	5	3	0
3724		2022	6	5	4	0
3725		2022	6	5	5	0
3726		2022	6	5	6	0
3727		2022	6	5	7	0
3728		2022	6	5	8	0
3729		2022	6	5	9	0
3730		2022	6	5	10	0
3731		2022	6	5	11	0
3732		2022	6	5	12	0
3733		2022	6	5	13	0
3734		2022	6	5	14	0
3735		2022	6	5	15	0
3736		2022	6	5	16	0
3737		2022	6	5	17	0
3738		2022	6	5	18	0
3739		2022	6	5	19	0
3740		2022	6	5	20	0
3741		2022	6	5	21	0
3742		2022	6	5	22	0
3743		2022	6	5	23	0
3744		2022	6	6	0	0
3745		2022	6	6	1	0
3746		2022	6	6	2	0
3747		2022	6	6	3	0
3748		2022	6	6	4	0
3749		2022	6	6	5	0
3750		2022	6	6	6	0
3751		2022	6	6	7	0
3752		2022	6	6	8	0
3753		2022	6	6	9	0
3754		2022	6	6	10	0
3755		2022	6	6	11	0
3756		2022	6	6	12	0
3757		2022	6	6	13	0
3758		2022	6	6	14	0
3759		2022	6	6	15	0
3760		2022	6	6	16	0
3761		2022	6	6	17	0
3762		2022	6	6	18	0
3763		2022	6	6	19	0
3764		2022	6	6	20	0
3765		2022	6	6	21	0
3766		2022	6	6	22	0
3767		2022	6	6	23	0
3768		2022	6	7	0	0
3769		2022	6	7	1	0
3770		2022	6	7	2	0
3771		2022	6	7	3	0
3772		2022	6	7	4	0
3773		2022	6	7	5	0
3774		2022	6	7	6	0
3775		2022	6	7	7	0
3776		2022	6	7	8	0
3777		2022	6	7	9	0
3778		2022	6	7	10	0
3779		2022	6	7	11	0
3780		2022	6	7	12	0
3781		2022	6	7	13	0
3782		2022	6	7	14	0
3783		2022	6	7	15	0
3784		2022	6	7	16	0
3785		2022	6	7	17	0
3786		2022	6	7	18	0
3787		2022	6	7	19	0
3788		2022	6	7	20	0
3789		2022	6	7	21	0
3790		2022	6	7	22	0
3791		2022	6	7	23	0
3792		2022	6	8	0	0
3793		2022	6	8	1	0
3794		2022	6	8	2	0
3795		2022	6	8	3	0
3796		2022	6	8	4	0
3797		2022	6	8	5	0
3798		2022	6	8	6	0
3799		2022	6	8	7	0
3800		2022	6	8	8	0
3801		2022	6	8	9	0
3802		2022	6	8	10	0
3803		2022	6	8	11	0
3804		2022	6	8	12	0
3805		2022	6	8	13	0
3806		2022	6	8	14	0
3807		2022	6	8	15	0
3808		2022	6	8	16	0
3809		2022	6	8	17	0
3810		2022	6	8	18	0
3811		2022	6	8	19	0
3812		2022	6	8	20	0
3813		2022	6	8	21	0
3814		2022	6	8	22	0
3815		2022	6	8	23	0
3816		2022	6	9	0	0
3817		2022	6	9	1	0
3818		2022	6	9	2	0
3819		2022	6	9	3	0
3820		2022	6	9	4	0
3821		2022	6	9	5	0
3822		2022	6	9	6	0
3823		2022	6	9	7	0
3824		2022	6	9	8	0
3825		2022	6	9	9	0
3826		2022	6	9	10	0
3827		2022	6	9	11	0
3828		2022	6	9	12	0
3829		2022	6	9	13	0
3830		2022	6	9	14	0
3831		2022	6	9	15	0
3832		2022	6	9	16	0
3833		2022	6	9	17	0
3834		2022	6	9	18	0
3835		2022	6	9	19	0
3836		2022	6	9	20	0
3837		2022	6	9	21	0
3838		2022	6	9	22	0
3839		2022	6	9	23	0
3840		2022	6	10	0	0
3841		2022	6	10	1	0
3842		2022	6	10	2	0
3843		2022	6	10	3	0
3844		2022	6	10	4	0
3845		2022	6	10	5	0
3846		2022	6	10	6	0
3847		2022	6	10	7	0
3848		2022	6	10	8	0
3849		2022	6	10	9	0
3850		2022	6	10	10	0
3851		2022	6	10	11	0
3852		2022	6	10	12	0
3853		2022	6	10	13	0
3854		2022	6	10	14	0
3855		2022	6	10	15	0
3856		2022	6	10	16	0
3857		2022	6	10	17	0
3858		2022	6	10	18	0
3859		2022	6	10	19	0
3860		2022	6	10	20	0
3861		2022	6	10	21	0
3862		2022	6	10	22	0
3863		2022	6	10	23	0
3864		2022	6	11	0	0
3865		2022	6	11	1	0
3866		2022	6	11	2	0
3867		2022	6	11	3	0
3868		2022	6	11	4	0
3869		2022	6	11	5	0
3870		2022	6	11	6	0
3871		2022	6	11	7	0
3872		2022	6	11	8	0
3873		2022	6	11	9	0
3874		2022	6	11	10	0
3875		2022	6	11	11	0
3876		2022	6	11	12	0
3877		2022	6	11	13	0
3878		2022	6	11	14	0
3879		2022	6	11	15	0
3880		2022	6	11	16	0
3881		2022	6	11	17	0
3882		2022	6	11	18	0
3883		2022	6	11	19	0
3884		2022	6	11	20	0
3885		2022	6	11	21	0
3886		2022	6	11	22	0
3887		2022	6	11	23	0
3888		2022	6	12	0	0
3889		2022	6	12	1	0
3890		2022	6	12	2	0
3891		2022	6	12	3	0
3892		2022	6	12	4	0
3893		2022	6	12	5	0
3894		2022	6	12	6	0
3895		2022	6	12	7	0
3896		2022	6	12	8	0
3897		2022	6	12	9	0
3898		2022	6	12	10	0
3899		2022	6	12	11	0
3900		2022	6	12	12	0
3901		2022	6	12	13	0
3902		2022	6	12	14	0
3903		2022	6	12	15	0
3904		2022	6	12	16	0
3905		2022	6	12	17	0
3906		2022	6	12	18	0
3907		2022	6	12	19	0
3908		2022	6	12	20	0
3909		2022	6	12	21	0
3910		2022	6	12	22	0
3911		2022	6	12	23	0
3912		2022	6	13	0	0
3913		2022	6	13	1	0
3914		2022	6	13	2	0
3915		2022	6	13	3	0
3916		2022	6	13	4	0
3917		2022	6	13	5	0
3918		2022	6	13	6	0
3919		2022	6	13	7	0
3920		2022	6	13	8	0
3921		2022	6	13	9	0
3922		2022	6	13	10	0
3923		2022	6	13	11	0
3924		2022	6	13	12	0
3925		2022	6	13	13	0
3926		2022	6	13	14	0
3927		2022	6	13	15	0
3928		2022	6	13	16	0
3929		2022	6	13	17	0
3930		2022	6	13	18	0
3931		2022	6	13	19	0
3932		2022	6	13	20	0
3933		2022	6	13	21	0
3934		2022	6	13	22	0
3935		2022	6	13	23	0
3936		2022	6	14	0	0
3937		2022	6	14	1	0
3938		2022	6	14	2	0
3939		2022	6	14	3	0
3940		2022	6	14	4	0
3941		2022	6	14	5	0
3942		2022	6	14	6	0
3943		2022	6	14	7	0
3944		2022	6	14	8	0
3945		2022	6	14	9	0
3946		2022	6	14	10	0
3947		2022	6	14	11	0
3948		2022	6	14	12	0
3949		2022	6	14	13	0
3950		2022	6	14	14	0
3951		2022	6	14	15	0
3952		2022	6	14	16	0
3953		2022	6	14	17	0
3954		2022	6	14	18	0
3955		2022	6	14	19	0
3956		2022	6	14	20	0
3957		2022	6	14	21	0
3958		2022	6	14	22	0
3959		2022	6	14	23	0
3960		2022	6	15	0	0
3961		2022	6	15	1	0
3962		2022	6	15	2	0
3963		2022	6	15	3	0
3964		2022	6	15	4	0
3965		2022	6	15	5	0
3966		2022	6	15	6	0
3967		2022	6	15	7	0
3968		2022	6	15	8	0
3969		2022	6	15	9	0
3970		2022	6	15	10	0
3971		2022	6	15	11	0
3972		2022	6	15	12	0
3973		2022	6	15	13	0
3974		2022	6	15	14	0
3975		2022	6	15	15	0
3976		2022	6	15	16	0
3977		2022	6	15	17	0
3978		2022	6	15	18	0
3979		2022	6	15	19	0
3980		2022	6	15	20	0
3981		2022	6	15	21	0
3982		2022	6	15	22	0
3983		2022	6	15	23	0
3984		2022	6	16	0	0
3985		2022	6	16	1	0
3986		2022	6	16	2	0
3987		2022	6	16	3	0
3988		2022	6	16	4	0
3989		2022	6	16	5	0
3990		2022	6	16	6	0
3991		2022	6	16	7	0
3992		2022	6	16	8	0
3993		2022	6	16	9	0
3994		2022	6	16	10	0
3995		2022	6	16	11	0
3996		2022	6	16	12	0
3997		2022	6	16	13	0
3998		2022	6	16	14	0
3999		2022	6	16	15	0
4000		2022	6	16	16	0
4001		2022	6	16	17	0
4002		2022	6	16	18	0
4003		2022	6	16	19	0
4004		2022	6	16	20	0
4005		2022	6	16	21	0
4006		2022	6	16	22	0
4007		2022	6	16	23	0
4008		2022	6	17	0	0
4009		2022	6	17	1	0
4010		2022	6	17	2	0
4011		2022	6	17	3	0
4012		2022	6	17	4	0
4013		2022	6	17	5	0
4014		2022	6	17	6	0
4015		2022	6	17	7	0
4016		2022	6	17	8	0
4017		2022	6	17	9	0
4018		2022	6	17	10	0
4019		2022	6	17	11	0
4020		2022	6	17	12	0
4021		2022	6	17	13	0
4022		2022	6	17	14	0
4023		2022	6	17	15	0
4024		2022	6	17	16	0
4025		2022	6	17	17	0
4026		2022	6	17	18	0
4027		2022	6	17	19	0
4028		2022	6	17	20	0
