	Station Code	Station Name	Country	Station type	Latitude	Longitude	Network	PM10 24h mean forecast	PM10 48h mean forecast	Today air quality	Tomorrow air quality
145	SPO-SE165095_00005_100	Hedemora Gussarvsgatan	Sweden	traffic	60.2814	15.9891	European Envioronmental Agency (EEA)	18.28265194270922	17.996589163075324	Good	Good
146	SPO-SE157868_00005_100	JÃ¶nkÃ¶ping Kungsgatan 2A	Sweden	traffic	57.7782	14.1595	European Envioronmental Agency (EEA)			Very unhealthy	Very unhealthy
147	SPO-SE36365_00005_100	JÃ¶nkÃ¶ping LantmÃ¤taregrÃ¤nd	Sweden	background	57.7816	14.1737	European Envioronmental Agency (EEA)			Very unhealthy	Very unhealthy
148	SPO-SE0012A_00005_101	TimrÃ¥	Sweden	background	62.4868	17.3244	European Envioronmental Agency (EEA)			Very unhealthy	Very unhealthy
149	SPO-SE0095A_00005_100	Sundsvall KÃ¶pmangatan	Sweden	traffic	62.3886	17.3089	European Envioronmental Agency (EEA)	35.479176811549976	26.041559530341107	Moderate	Moderate
150	SPO-SE09569_00005_100	Sundsvall Bergsgatan	Sweden	traffic	62.3865	17.3032	European Envioronmental Agency (EEA)	39.49354884935462	28.202254958774734	Moderate	Moderate
151	SPO-SE313140_00005_100	ÃrnskÃ¶ldsvik Centralesplanaden - Nygatan 24	Sweden	traffic	63.2918	18.7175	European Envioronmental Agency (EEA)			Very unhealthy	Very unhealthy
152	SPO-SE181002_00005_100	VÃ¤xjÃ¶ Liedbergsgatan 11	Sweden	traffic	56.8799	14.7993	European Envioronmental Agency (EEA)	6.992229005564814	8.206624715224557	Good	Good
153	SPO-SE32288_00005_100	Karlskrona N Smedjegatan Ã KÃ¶pmansgatan	Sweden	traffic	56.164	15.5889	European Envioronmental Agency (EEA)			Very unhealthy	Very unhealthy
154	SPO-SE181993_00005_100	Kalmar SÃ¶dra VÃ¤gen	Sweden	traffic	56.6642	16.3336	European Envioronmental Agency (EEA)	13.479499816894531	15.671350893766984	Good	Good
155	SPO-SE36364_00005_100	Ãrebro Rudbecksskolan	Sweden	traffic	59.2683	15.2149	European Envioronmental Agency (EEA)			Very unhealthy	Very unhealthy
156	SPO-SE181259_00005_100	Ãstersund RÃ¥dhusgatan	Sweden	traffic	63.1739	14.6411	European Envioronmental Agency (EEA)	53.21110385397206	41.461308728093684	Unhealthy	Moderate
157	SPO-SE0059A_00005_100	UmeÃ¥ VÃ¤stra Esplanaden	Sweden	traffic	63.8289	20.2585	European Envioronmental Agency (EEA)	31.689552016880203	18.619781991709832	Moderate	Good
158	SPO-SE274953_00005_100	SkellefteÃ¥ Kv Pantern	Sweden	traffic	64.7495	20.9601	European Envioronmental Agency (EEA)	47.00683543993079	41.93476386692213	Unhealthy	Moderate
159	SPO-SE0100A_00005_100	LuleÃ¥ Sandviksgatan	Sweden	traffic	65.5806	22.1404	European Envioronmental Agency (EEA)			Very unhealthy	Very unhealthy
