	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	218.24	2020	1	1	0	0	SPO_NO0067A_5_595
1	247.06	2020	1	1	1	0	SPO_NO0067A_5_595
2	82.17	2020	1	1	2	0	SPO_NO0067A_5_595
3	16.82999999	2020	1	1	3	0	SPO_NO0067A_5_595
4	40.25999999	2020	1	1	4	0	SPO_NO0067A_5_595
5	12.1	2020	1	1	5	0	SPO_NO0067A_5_595
6	6.04999999	2020	1	1	6	0	SPO_NO0067A_5_595
7	6.92999999	2020	1	1	7	0	SPO_NO0067A_5_595
8	6.71	2020	1	1	8	0	SPO_NO0067A_5_595
9	10.44999999	2020	1	1	9	0	SPO_NO0067A_5_595
10	11.10999999	2020	1	1	10	0	SPO_NO0067A_5_595
11	10.77999999	2020	1	1	11	0	SPO_NO0067A_5_595
12	15.28999999	2020	1	1	12	0	SPO_NO0067A_5_595
13	11.33	2020	1	1	13	0	SPO_NO0067A_5_595
14	NaN	2020	1	1	14	0	SPO_NO0067A_5_595
15	23.43	2020	1	1	15	0	SPO_NO0067A_5_595
16	23.1	2020	1	1	16	0	SPO_NO0067A_5_595
17	25.19	2020	1	1	17	0	SPO_NO0067A_5_595
18	24.42	2020	1	1	18	0	SPO_NO0067A_5_595
19	27.82999999	2020	1	1	19	0	SPO_NO0067A_5_595
20	25.19	2020	1	1	20	0	SPO_NO0067A_5_595
21	25.52	2020	1	1	21	0	SPO_NO0067A_5_595
22	20.35	2020	1	1	22	0	SPO_NO0067A_5_595
23	17.27	2020	1	1	23	0	SPO_NO0067A_5_595
24	15.94999999	2020	1	2	0	0	SPO_NO0067A_5_595
25	14.52	2020	1	2	1	0	SPO_NO0067A_5_595
26	12.76	2020	1	2	2	0	SPO_NO0067A_5_595
27	10.77999999	2020	1	2	3	0	SPO_NO0067A_5_595
28	8.25	2020	1	2	4	0	SPO_NO0067A_5_595
29	10.11999999	2020	1	2	5	0	SPO_NO0067A_5_595
30	7.91999999	2020	1	2	6	0	SPO_NO0067A_5_595
31	9.57	2020	1	2	7	0	SPO_NO0067A_5_595
32	14.52	2020	1	2	8	0	SPO_NO0067A_5_595
33	12.32	2020	1	2	9	0	SPO_NO0067A_5_595
34	12.1	2020	1	2	10	0	SPO_NO0067A_5_595
35	13.64	2020	1	2	11	0	SPO_NO0067A_5_595
36	15.51	2020	1	2	12	0	SPO_NO0067A_5_595
37	16.71999999	2020	1	2	13	0	SPO_NO0067A_5_595
38	17.16	2020	1	2	14	0	SPO_NO0067A_5_595
39	21.89	2020	1	2	15	0	SPO_NO0067A_5_595
40	19.57999999	2020	1	2	16	0	SPO_NO0067A_5_595
41	21.89	2020	1	2	17	0	SPO_NO0067A_5_595
42	23.76	2020	1	2	18	0	SPO_NO0067A_5_595
43	10.67	2020	1	2	19	0	SPO_NO0067A_5_595
44	13.19999999	2020	1	2	20	0	SPO_NO0067A_5_595
45	11.55	2020	1	2	21	0	SPO_NO0067A_5_595
46	7.37	2020	1	2	22	0	SPO_NO0067A_5_595
47	7.91999999	2020	1	2	23	0	SPO_NO0067A_5_595
