	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	3.29999995	2020	1	1	0	0	SPO-SE159388_00005_100
1	2.20000003	2020	1	1	1	0	SPO-SE159388_00005_100
2	2.79999995	2020	1	1	2	0	SPO-SE159388_00005_100
3	2.5	2020	1	1	3	0	SPO-SE159388_00005_100
4	0.30000001	2020	1	1	4	0	SPO-SE159388_00005_100
5	3.90000008	2020	1	1	5	0	SPO-SE159388_00005_100
6	4.40000008	2020	1	1	6	0	SPO-SE159388_00005_100
7	2.5	2020	1	1	7	0	SPO-SE159388_00005_100
8	5.90000008	2020	1	1	8	0	SPO-SE159388_00005_100
9	2.40000008	2020	1	1	9	0	SPO-SE159388_00005_100
10	2.09999989	2020	1	1	10	0	SPO-SE159388_00005_100
11	3.20000003	2020	1	1	11	0	SPO-SE159388_00005_100
12	4.19999979	2020	1	1	12	0	SPO-SE159388_00005_100
13	3.5	2020	1	1	13	0	SPO-SE159388_00005_100
14	2.09999989	2020	1	1	14	0	SPO-SE159388_00005_100
15	3.5	2020	1	1	15	0	SPO-SE159388_00005_100
16	4.80000019	2020	1	1	16	0	SPO-SE159388_00005_100
17	3.0	2020	1	1	17	0	SPO-SE159388_00005_100
18	5.0999999	2020	1	1	18	0	SPO-SE159388_00005_100
19	4.69999979	2020	1	1	19	0	SPO-SE159388_00005_100
20	5.80000019	2020	1	1	20	0	SPO-SE159388_00005_100
21	8.89999008	2020	1	1	21	0	SPO-SE159388_00005_100
22	12.6999998	2020	1	1	22	0	SPO-SE159388_00005_100
23	6.80000019	2020	1	1	23	0	SPO-SE159388_00005_100
24	11.39999961	2020	1	2	0	0	SPO-SE159388_00005_100
25	10.60000038	2020	1	2	1	0	SPO-SE159388_00005_100
26	8.0	2020	1	2	2	0	SPO-SE159388_00005_100
27	8.80000019	2020	1	2	3	0	SPO-SE159388_00005_100
28	5.30000019	2020	1	2	4	0	SPO-SE159388_00005_100
29	5.5999999	2020	1	2	5	0	SPO-SE159388_00005_100
30	7.19999979	2020	1	2	6	0	SPO-SE159388_00005_100
31	8.80000019	2020	1	2	7	0	SPO-SE159388_00005_100
32	8.6999998	2020	1	2	8	0	SPO-SE159388_00005_100
33	12.80000019	2020	1	2	9	0	SPO-SE159388_00005_100
34	9.30000019	2020	1	2	10	0	SPO-SE159388_00005_100
35	7.90000008	2020	1	2	11	0	SPO-SE159388_00005_100
36	11.39999961	2020	1	2	12	0	SPO-SE159388_00005_100
37	10.5	2020	1	2	13	0	SPO-SE159388_00005_100
38	12.89999961	2020	1	2	14	0	SPO-SE159388_00005_100
39	11.30000019	2020	1	2	15	0	SPO-SE159388_00005_100
40	11.0	2020	1	2	16	0	SPO-SE159388_00005_100
41	13.0	2020	1	2	17	0	SPO-SE159388_00005_100
42	10.30000019	2020	1	2	18	0	SPO-SE159388_00005_100
43	9.0	2020	1	2	19	0	SPO-SE159388_00005_100
44	1.89999997	2020	1	2	20	0	SPO-SE159388_00005_100
45	4.80000019	2020	1	2	21	0	SPO-SE159388_00005_100
46	6.5999999	2020	1	2	22	0	SPO-SE159388_00005_100
47	5.0	2020	1	2	23	0	SPO-SE159388_00005_100
48	2.59999989	2020	1	3	0	0	SPO-SE159388_00005_100
49	5.0	2020	1	3	1	0	SPO-SE159388_00005_100
50	4.19999979	2020	1	3	2	0	SPO-SE159388_00005_100
51	2.0	2020	1	3	3	0	SPO-SE159388_00005_100
52	0.0	2020	1	3	4	0	SPO-SE159388_00005_100
53	0.0	2020	1	3	5	0	SPO-SE159388_00005_100
54	2.20000003	2020	1	3	6	0	SPO-SE159388_00005_100
55	1.0	2020	1	3	7	0	SPO-SE159388_00005_100
56	0.0	2020	1	3	8	0	SPO-SE159388_00005_100
57	0.0	2020	1	3	9	0	SPO-SE159388_00005_100
58	0.0	2020	1	3	10	0	SPO-SE159388_00005_100
59	0.0	2020	1	3	11	0	SPO-SE159388_00005_100
60	0.4	2020	1	3	12	0	SPO-SE159388_00005_100
61	0.0	2020	1	3	13	0	SPO-SE159388_00005_100
