	Files_names	Nan_count	Longest_NaN_gap	Start_date	End_date	conc mean 2020	2020 days conc>50 (microg/m^3)	conc mean 2021	2021 days conc>50 (microg/m^3)	conc mean 2022	 2022 days conc>50 (microg/m^3)	conc mean 2023	 2023 days conc>50 (microg/m^3)	conc mean 2020 jan-june	conc mean 2021 jan-june	conc mean 2022 jan-june	conc mean 2023 jan-june
108	NO_5_69418_PM10_timeseries.txt	765	509	2020-02-01	2023-08-30	[11.268395458412716]	5	[14.765348635998407]	2	[14.1656228492774]	8	[15.114719999999993]	4	12.801550384033776	14.947336251222326	18.099261652053528	17.67462615713269
109	NO_5_69422_PM10_timeseries.txt	365	138	2020-02-01	2023-08-31	[15.581273498649875]	15	[19.52276852038716]	14	[22.581242818618755]	31	[21.857012247714355]	19	20.032844895606853	20.889627903502326	32.79513135695348	26.497761366258946
110	NO_5_70757_PM10_timeseries.txt	3208	2485	2020-10-13	2023-08-31	[6.1313181020074765]	0	[9.244329529101288]	1	[9.499975186079201]	3	[6.237080019205398]	0		10.436854825283152	10.78026209808947	6.074920846517119
111	NO_5_71584_PM10_timeseries.txt	555	289	2021-02-18	2023-08-31	[nan]	0	[13.473151993381817]	0	[13.872033877381309]	1	[12.518446155999984]	0		11.840215310393948	16.131176932206866	13.912543560837939
112	NO_5_73250_PM10_timeseries.txt	412	312	2021-06-09	2023-08-31	[nan]	0	[9.769442647125462]	0	[9.044782874059393]	1	[8.141587512607106]	0		11.85308399187867	10.903668286884642	9.087957426794842
113	NO_5_73254_PM10_timeseries.txt	3218	2482	2021-07-01	2023-08-31	[nan]	0	[15.359017275180769]	2	[21.982087401952942]	27	[19.574545454545525]	14			24.733740211883926	24.02443011743035
114	NO_5_76728_PM10_timeseries.txt	2864	2160	2021-01-01	2023-08-31	[nan]	0	[16.12831193454915]	12	[16.654210819592677]	7	[16.547677096431403]	7		19.200091624136004	21.297821325961273	18.300507241428903
115	NO_5_76730_PM10_timeseries.txt	1757	744	2021-01-01	2023-08-03	[nan]	0	[13.267359484374841]	1	[12.277762645070842]	1	[14.014076408916173]	1		12.940863075326574	12.239060837242858	15.671531220258306
116	NO_5_76952_PM10_timeseries.txt	4047	2880	2021-04-02	2023-08-31	[nan]	0	[12.266784389312141]	0	[11.537356423396409]	1	[16.26641290556458]	2		11.713002911988337	12.543874058863791	19.357830739299608
117	NO_5_76957_PM10_timeseries.txt	2745	2160	2021-01-25	2023-08-31	[nan]	0	[11.8611483099602]	2	[9.171450498848792]	2	[10.986691176470591]	1		13.096217683515647	8.824434180138569	13.431904161412358
118	SE_5_30862_PM10_timeseries.txt	445	204	2020-01-07	2023-08-31	[6.305786467852978]	0	[6.58190351534494]	0	[5.578711008138813]	0	[6.407340095038202]	0	5.287449098629939	6.4013256159778855	5.758023071019508	5.981244405830917
119	SE_5_30886_PM10_timeseries.txt	940	101	2020-01-01	2023-08-31	[15.292961816448441]	1	[15.408524089466878]	0	[16.491863967992415]	4	[13.175405355150598]	0	15.356671267433242	16.585974632503525	18.807787985865723	14.929977656405164
120	SE_5_30902_PM10_timeseries.txt	657	40	2020-01-01	2023-08-31	[9.983719311256216]	2	[9.569430480654134]	0	[9.252246899407506]	0	[11.383542874044496]	2	10.434337346167748	10.632813944130694	10.896865161570227	12.337628799969512
121	SE_5_30936_PM10_timeseries.txt	16720	1079	2020-01-08	2021-12-31	[17.65286194969698]	0	[19.491944440722225]	0	[nan]	0	[nan]	0	17.055555552592594	20.872471906348313		
122	SE_5_30950_PM10_timeseries.txt	804	145	2020-01-01	2023-08-31	[24.19877192639109]	13	[23.236195282453966]	18	[26.3120451110337]	42	[25.10292491528444]	20	26.54875804617525	27.862499929723374	35.161938202247185	28.925533445216978
123	SE_5_30965_PM10_timeseries.txt	11900	167	2020-01-02	2021-05-31	[17.94604519644064]	0	[16.26184732374046]	0	[nan]	0	[nan]	0	24.588135592203386	16.26184732374046		
124	SE_5_30985_PM10_timeseries.txt	213	47	2020-01-01	2023-08-31	[13.173981974307962]	7	[11.479461533096902]	3	[13.927000292377807]	16	[15.837872278283848]	8	15.942289125366583	14.279646148545623	17.04607108960725	18.552756814673113
125	SE_5_30996_PM10_timeseries.txt	2739	2311	2020-01-01	2023-08-31	[22.049978583196413]	13	[19.893269787737957]	10	[19.749963929296122]	14	[25.365632904077387]	19	26.065283537183035	23.569883766071428	24.9359967524296	29.200530338484853
126	SE_5_31002_PM10_timeseries.txt	856	218	2020-01-01	2023-08-31	[13.176843112494597]	7	[13.249603020123741]	7	[14.70288980263157]	13	[19.00605429784227]	9	16.583765149698127	16.13533796251563	17.583086255259467	20.98212404761905
127	SE_5_31023_PM10_timeseries.txt	962	239	2020-01-01	2023-08-31	[10.910246654061666]	1	[11.809423625473652]	0	[11.413642336638368]	0	[9.288069216757751]	0	11.58614067230449	11.661457866052324	13.32168944099379	8.882937796652511
128	SE_5_31026_PM10_timeseries.txt	182	37	2020-01-01	2023-08-31	[15.41565068146686]	5	[16.556249503556558]	15	[19.521553113074578]	28	[24.37102588201246]	29	18.149919629141216	22.305340814149773	27.90500044580158	28.847523008005528
129	SE_5_31069_PM10_timeseries.txt	4060	1604	2020-01-01	2023-08-31	[17.430453867695746]	3	[17.319416607758455]	0	[21.408156855201465]	0	[12.181244214809668]	0	19.30708263925534	15.769224402296384	26.58262013190104	12.985636319883612
130	SE_5_31082_PM10_timeseries.txt	6920	2149	2020-01-01	2023-08-31	[12.211607505958986]	1	[9.393100382784606]	0	[13.669178212364425]	0	[13.650525335510974]	0	12.780682550950301	7.704679992699801	15.410207061954576	14.951834768595297
131	SE_5_31088_PM10_timeseries.txt	1041	200	2020-01-01	2023-08-31	[13.920506282668294]	1	[13.698788712657556]	1	[11.193629402572343]	0	[9.937271554041958]	0	13.389666507896456	14.176062088043883	12.399284205585543	10.866069434328722
132	SE_5_31104_PM10_timeseries.txt	617	40	2020-01-01	2023-08-31	[16.213693376386686]	8	[16.630675466011407]	15	[21.10527281047691]	37	[20.232587600377713]	16	19.93279418309658	21.18140149530211	27.89299389035453	23.217138231679904
133	SE_5_31107_PM10_timeseries.txt	11899	359	2020-01-02	2021-05-31	[20.548979586988313]	0	[37.29442640458334]	0	[nan]	0	[nan]	0	25.970761390397726	37.294426404583334		
134	SE_5_31111_PM10_timeseries.txt	596	138	2020-01-01	2023-08-31	[18.884816294542162]	28	[16.395239722600632]	13	[16.231052038059428]	15	[21.801173449440252]	17	26.64106574679267	20.590055245117405	21.566435046728973	24.98241121495327
135	SE_5_31124_PM10_timeseries.txt	2145	994	2020-01-01	2022-08-29	[2.96142632582441]	0	[3.4106676521310626]	0	[3.438202662721897]	0	[nan]	0	1.8582448837563001	3.0460973137354284	3.372268907563025	
136	SE_5_31143_PM10_timeseries.txt	30798	671	2020-01-02	2023-08-30	[21.893905813795]	0	[18.257851236143253]	0	[16.942638036809804]	0	[20.618257261410786]	0	25.894444440722225	21.101666663666666	19.94109589041096	22.91333333333333
137	SE_5_31201_PM10_timeseries.txt	430	42	2020-01-01	2023-08-31	[17.090117888464025]	3	[16.06841235926463]	12	[16.54358182717957]	17	[18.454137828194245]	10	19.42706888239482	18.75319097109273	21.717709761140267	20.765359207148816
138	SE_5_31212_PM10_timeseries.txt	734	207	2020-01-01	2021-11-22	[18.280623669890836]	9	[16.907097048592913]	15	[nan]	0	[nan]	0	20.617038705107237	21.476508184245915		
139	SE_5_33462_PM10_timeseries.txt	305	37	2020-01-01	2023-08-31	[15.649353173492718]	10	[14.751630172911518]	9	[27.526656473777834]	31	[19.504480257980422]	15	18.982265101114177	18.307477498367824	24.24533619813748	22.58003559813207
140	SE_5_53158_PM10_timeseries.txt	376	13	2020-01-01	2021-01-11	[18.144821102228835]	10	[6.664564000000002]	0	[nan]	0	[nan]	0	19.16682857926972	6.6645639999999995		
141	SE_5_53163_PM10_timeseries.txt	30680	671	2020-01-02	2023-08-20	[10.039017337976887]	0	[10.903488368633711]	0	[10.831095406360431]	0	[13.151020408163264]	0	10.468181814829546	11.899999996352943	13.615267175572518	13.955555555555554
142	SE_5_53201_PM10_timeseries.txt	30977	1031	2020-01-02	2023-08-23	[17.108707861797757]	0	[16.385872573157897]	0	[15.61986301369863]	0	[14.50123456790123]	0	18.057471261034483	17.579888265027932	17.54512195121951	16.16393442622951
143	SE_5_53230_PM10_timeseries.txt	16817	383	2020-01-02	2021-12-31	[8.882022471910112]	0	[26.227011494252874]	0	[nan]	0	[nan]	0	10.596264367816092	41.06944444444444		
144	SE_5_56159_PM10_timeseries.txt	30843	671	2020-01-02	2023-08-30	[22.289212824314877]	0	[18.94700598467066]	0	[16.41219512195123]	0	[19.00912863070539]	0	21.108484844545455	20.68553458779874	18.256081081081078	20.438333333333333
145	SE_5_56166_PM10_timeseries.txt	1166	1042	2020-01-01	2022-02-18	[9.910944816508373]	2	[13.147841451472315]	6	[13.27232971274684]	1	[nan]	0	11.316735819170125	14.808265679089024	13.272329712746858	
146	SE_5_56167_PM10_timeseries.txt	398	116	2020-01-01	2023-08-31	[14.103254675058484]	6	[13.984498928570781]	4	[14.583705457194617]	12	[18.040170732068194]	11	16.770109936871275	17.0055467108423	19.163397334412448	20.140143926314813
147	SE_5_56190_PM10_timeseries.txt	3754	244	2020-01-01	2023-08-31	[13.433249195298906]	2	[13.357504833446374]	0	[9.733455056179771]	0	[7.909761500953996]	0	12.89891456851825	14.0544484285754	9.084972413793103	8.698661913901837
148	SE_5_58078_PM10_timeseries.txt	489	60	2020-01-01	2022-07-06	[14.930847847883614]	12	[13.023711382153635]	12	[46.52017165337279]	30	[nan]	0	19.976935630841886	16.423669737665563	26.53076771723589	
149	SE_5_58082_PM10_timeseries.txt	403	204	2020-01-01	2023-08-31	[15.596956468297682]	14	[14.154982610133692]	8	[12.96431369806737]	13	[11.699887151674382]	1	19.705639707527382	18.295121841112135	18.362556881149292	13.642182110147342
150	SE_5_58130_PM10_timeseries.txt	459	61	2020-01-01	2023-08-31	[25.299695896164273]	36	[15.197916958915354]	12	[16.25169453904869]	19	[21.175095575221214]	12	39.006545679901535	20.040851575074903	23.241765201122544	24.642718749999997
151	SE_5_61462_PM10_timeseries.txt	17354	119	2020-01-02	2022-01-23	[19.56011560355492]	0	[18.689325710657133]	0	[14.26086956521739]	0	[nan]	0	23.40738636005682	23.277653405397725	14.26086956521739	
152	SE_5_61484_PM10_timeseries.txt	30799	671	2020-01-02	2023-08-30	[15.809972295734065]	0	[18.654696129226522]	0	[16.202446483180406]	0	[20.04500000000002]	0	18.497765359944133	22.96666666311111	21.740540540540543	23.309444444444445
153	SE_5_61623_PM10_timeseries.txt	16109	2184	2020-03-02	2022-01-03	[9.499999997777778]	0	[9.959999999]	0	[6.79999999]	0	[nan]	0	9.74	10.82	6.79999999	
154	SE_5_61705_PM10_timeseries.txt	787	204	2020-01-01	2023-08-31	[12.975635735433949]	6	[13.378110856800651]	4	[11.934779715575692]	5	[15.112993895295821]	10	14.45757435669126	15.926769478812883	13.708096508350563	17.183442675350022
155	SE_5_62231_PM10_timeseries.txt	2217	2047	2020-01-01	2023-08-31	[15.106615048290912]	6	[17.681552779940716]	18	[17.746743880042796]	24	[16.642162482214008]	9	17.679116094392032	24.099529940280917	23.19873500118588	19.656870246279926
156	SE_5_62469_PM10_timeseries.txt	1583	1156	2020-01-01	2021-12-31	[6.648478598868289]	0	[6.583800902949039]	0	[nan]	0	[nan]	0	6.595466326292098	6.226039558761904		
157	SE_5_62474_PM10_timeseries.txt	381	94	2020-01-01	2023-08-31	[13.491010310684276]	8	[14.108996376795877]	9	[15.100761910413473]	22	[15.426839302434189]	7	16.144621318444283	18.57062741076693	23.641349016957026	17.858132395131282
158	SE_5_62476_PM10_timeseries.txt	540	37	2020-01-01	2023-08-31	[15.062669575855308]	2	[14.939148807872357]	10	[15.251883524078261]	18	[16.445814248977555]	7	17.16839806609745	19.20455566509501	20.969949820313083	18.597010331709757
159	SE_5_62479_PM10_timeseries.txt	689	362	2020-01-01	2023-08-31	[7.656883050982556]	1	[7.764924573608408]	0	[7.061075093818754]	0	[7.559295032311807]	0	7.838126857293337	8.33991228374712	8.11872107354307	8.07402420554558
160	SE_5_64030_PM10_timeseries.txt	15997	5879	2020-02-25	2021-12-23	[6.599999995]	0	[11.116666663333334]	0	[nan]	0	[nan]	0	4.5	13.333333333333334		
161	SE_5_64033_PM10_timeseries.txt	14612	6742	2020-02-25	2021-10-26	[12.066666663333335]	0	[7.9]	0	[nan]	0	[nan]	0	12.099999995000001			
162	SE_5_64046_PM10_timeseries.txt	16126	6600	2020-02-05	2021-12-08	[9.366666663333334]	0	[18.0]	0	[nan]	0	[nan]	0	12.0	18.0		
163	SE_5_64094_PM10_timeseries.txt	25996	9167	2020-01-02	2023-01-18	[22.129577462957705]	0	[18.438611108944418]	0	[nan]	0	[14.2555]	0	33.38070175321638	26.217415728820228		14.2555
164	SE_5_64458_PM10_timeseries.txt	3800	1524	2020-01-01	2023-04-04	[10.341809556387853]	1	[9.13648299350188]	0	[9.562094353005442]	0	[8.79672808425563]	0	9.439372038069203	8.665190254948834	9.572597343205425	8.79672808425562
165	SE_5_65053_PM10_timeseries.txt	1939	799	2020-01-01	2023-08-31	[15.918582213951316]	24	[16.2245643747703]	16	[13.5427130120153]	12	[16.598811911158865]	8	22.0763297224315	21.79306570671217	17.480390789473685	19.485090372093026
166	SE_5_66297_PM10_timeseries.txt	11248	10567	2020-01-01	2023-08-31	[13.66884599594401]	1	[9.189184284377925]	0	[8.634995836350454]	0	[9.68657586083212]	0	12.660136276535289	9.189184284377923	9.288963414634146	10.988648023143682
167	SE_5_68564_PM10_timeseries.txt	1882	696	2020-01-01	2023-08-31	[11.60588636798235]	3	[11.060760845498566]	2	[11.313675350239983]	10	[12.302992334779638]	4	13.552392943801237	13.560763682422776	16.226822795109452	15.038673633417266
168	SE_5_69225_PM10_timeseries.txt	2069	756	2020-01-29	2023-08-31	[11.046478343906037]	3	[12.466756212782714]	3	[14.399005305039786]	14	[12.929761904761925]	1	12.128370162320442	15.785996433928654	18.645391881541997	14.981426078284716
169	SE_5_69333_PM10_timeseries.txt	346	41	2020-01-01	2021-06-04	[14.994352865819858]	5	[12.113611490329939]	3	[nan]	0	[nan]	0	15.466571449134097	12.11361149032992		
170	SE_5_69403_PM10_timeseries.txt	3614	1844	2020-02-20	2023-08-31	[13.398209774136955]	1	[13.947953848183865]	1	[12.879363612147035]	0	[13.209432025725132]	0	12.331516896801318	15.434176683927667	14.935646807210508	14.645326915218902
171	SE_5_69406_PM10_timeseries.txt	1217	378	2020-01-16	2023-08-31	[30.957734539639485]	56	[31.634710237888044]	42	[17.577586643055955]	17	[26.56958085986693]	18	53.76173738052222	51.87559028341204	24.01357639721756	32.70695694478229
172	SE_5_69415_PM10_timeseries.txt	1288	211	2020-02-01	2023-08-31	[13.18872425563527]	3	[13.865983731957384]	3	[16.82997640630817]	9	[13.540914056809896]	0	13.47958554674601	15.050489530505075	22.514334115194163	15.5191650390625
173	SE_5_69430_PM10_timeseries.txt	1993	690	2020-01-01	2023-08-31	[6.412515568979381]	2	[6.299372589966769]	0	[5.803041227692947]	0	[6.364780804618038]	0	5.377774724050253	5.867360640212767	5.78645080121444	6.115588389754618
174	SE_5_69533_PM10_timeseries.txt	286	11	2020-01-07	2021-01-11	[15.178051704443922]	4	[5.689483999999999]	0	[nan]	0	[nan]	0	16.33421430968585	5.689484		
175	SE_5_70976_PM10_timeseries.txt	4061	946	2020-12-03	2023-08-31	[7.124958705868609]	0	[25.129123921871418]	42	[27.450790555261147]	22	[27.708371206705383]	16		37.49609377161649	42.264671613459036	35.68187627256186
176	SE_5_71509_PM10_timeseries.txt	2750	1658	2021-01-01	2023-08-31	[nan]	0	[9.613508515083911]	0	[8.801460095730151]	1	[7.860547283756636]	0		10.814348205206079	10.015288509447569	8.951115085014546
177	SE_5_71510_PM10_timeseries.txt	318	204	2021-01-01	2023-08-31	[nan]	0	[15.13732889976591]	10	[13.887294367241918]	11	[16.4666147785623]	13		18.90596442743028	20.22159990614259	19.581126855216443
178	SE_5_71556_PM10_timeseries.txt	3616	889	2020-04-23	2023-08-31	[16.8951287861329]	2	[17.64397838655366]	7	[17.76653387760372]	0	[13.569012208684036]	0	17.78203733288858	20.090444371903956	25.679247363620686	15.380580627716089
179	SE_5_71561_PM10_timeseries.txt	367	204	2021-01-01	2023-08-31	[nan]	0	[14.315036255220983]	8	[16.394708789682568]	21	[15.648272182207267]	4		18.23082568392125	23.16678291289529	18.251965302004827
180	SE_5_71562_PM10_timeseries.txt	1046	246	2021-01-01	2023-08-31	[nan]	0	[19.51906536084974]	21	[25.381069327192012]	42	[29.553293049159553]	40		28.02734214366675	39.53763146789302	36.91881801356207
181	SE_5_71563_PM10_timeseries.txt	937	204	2021-02-05	2023-08-31	[nan]	0	[16.63093888813437]	9	[18.69776919432575]	29	[16.785511284943095]	13		22.65250917858657	28.052219052347105	19.71477275391967
182	SE_5_71603_PM10_timeseries.txt	5	2	2021-02-01	2022-01-05	[nan]	0	[8.74043190240178]	1	[2.9957070796460172]	0	[nan]	0		11.454983311148498	2.9957070796460177	
183	SE_5_71604_PM10_timeseries.txt	642	363	2021-01-26	2023-08-31	[nan]	0	[13.379497463610846]	17	[15.14282919672339]	16	[16.516017316017336]	18		20.434534124079335	20.88495735332127	19.25479132664957
184	SE_5_71608_PM10_timeseries.txt	8209	5375	2020-07-03	2021-06-14	[9.509523807619049]	0	[12.778038461538461]	0	[nan]	0	[nan]	0		12.778038461538461		
185	SE_5_71637_PM10_timeseries.txt	763	204	2021-03-25	2023-08-31	[nan]	0	[9.873999943048295]	1	[10.318357305174871]	4	[9.73741007862354]	1		12.77234197594606	13.794967508072261	10.741881815101133
186	SE_5_74802_PM10_timeseries.txt	343	204	2022-07-05	2023-08-31	[nan]	0	[nan]	0	[9.13165219454652]	0	[21.68605432936027]	22				26.12805849479492
187	SE_5_74806_PM10_timeseries.txt	375	204	2022-01-11	2023-08-31	[nan]	0	[nan]	0	[22.131289648828197]	42	[19.685105725017713]	18			35.43759947431397	23.573347279410488
188	SE_5_74948_PM10_timeseries.txt	10806	743	2022-01-23	2023-05-04	[nan]	0	[nan]	0	[17.360992907801407]	0	[26.188429752066124]	0			20.801639344262295	26.188429752066117
189	SE_5_74963_PM10_timeseries.txt	4334	799	2022-03-09	2023-08-31	[nan]	0	[nan]	0	[14.86806856561331]	1	[21.27284578570045]	7			17.77025857843137	25.29322658061117
190	SE_5_76714_PM10_timeseries.txt	11131	239	2022-05-04	2023-08-28	[nan]	0	[nan]	0	[10.634741784037555]	0	[16.31066666666667]	0			12.373584905660376	18.162427745664743
191	SE_5_76715_PM10_timeseries.txt	11145	359	2022-05-04	2023-08-28	[nan]	0	[nan]	0	[11.61455399061033]	0	[17.52322274881516]	0			12.667924528301889	19.694082840236685
192	SE_5_77127_PM10_timeseries.txt	8591	5134	2021-01-01	2023-08-31	[nan]	0	[3.5154504712205292]	0	[3.046538807311959]	0	[4.712334352701322]	0		3.033291773388031		4.422201834862385
