	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	13.647	2020	1	1	0	0	SPO-SE30312_00005_100
1	55.19300007	2020	1	1	1	0	SPO-SE30312_00005_100
2	10.48100007	2020	1	1	2	0	SPO-SE30312_00005_100
3	6.83600004	2020	1	1	3	0	SPO-SE30312_00005_100
4	11.85200017	2020	1	1	4	0	SPO-SE30312_00005_100
5	13.19399991	2020	1	1	5	0	SPO-SE30312_00005_100
6	11.41600008	2020	1	1	6	0	SPO-SE30312_00005_100
7	11.49400007	2020	1	1	7	0	SPO-SE30312_00005_100
8	13.66499991	2020	1	1	8	0	SPO-SE30312_00005_100
9	4.81899997	2020	1	1	9	0	SPO-SE30312_00005_100
10	3.41700004	2020	1	1	10	0	SPO-SE30312_00005_100
11	12.21300017	2020	1	1	11	0	SPO-SE30312_00005_100
12	9.50800004	2020	1	1	12	0	SPO-SE30312_00005_100
13	15.35899981	2020	1	1	13	0	SPO-SE30312_00005_100
14	7.68699999	2020	1	1	14	0	SPO-SE30312_00005_100
15	14.34799982	2020	1	1	15	0	SPO-SE30312_00005_100
16	15.18400001	2020	1	1	16	0	SPO-SE30312_00005_100
17	15.57399996	2020	1	1	17	0	SPO-SE30312_00005_100
18	17.91099991	2020	1	1	18	0	SPO-SE30312_00005_100
19	15.09	2020	1	1	19	0	SPO-SE30312_00005_100
20	13.63400004	2020	1	1	20	0	SPO-SE30312_00005_100
21	16.06000003	2020	1	1	21	0	SPO-SE30312_00005_100
22	16.00800001	2020	1	1	22	0	SPO-SE30312_00005_100
23	10.72199995	2020	1	1	23	0	SPO-SE30312_00005_100
24	20.28700016	2020	1	2	0	0	SPO-SE30312_00005_100
25	15.66500002	2020	1	2	1	0	SPO-SE30312_00005_100
26	17.477	2020	1	2	2	0	SPO-SE30312_00005_100
27	20.22799991	2020	1	2	3	0	SPO-SE30312_00005_100
28	22.20499999	2020	1	2	4	0	SPO-SE30312_00005_100
29	25.82899991	2020	1	2	5	0	SPO-SE30312_00005_100
30	39.44700017	2020	1	2	6	0	SPO-SE30312_00005_100
31	54.481	2020	1	2	7	0	SPO-SE30312_00005_100
32	54.118	2020	1	2	8	0	SPO-SE30312_00005_100
33	59.36199991	2020	1	2	9	0	SPO-SE30312_00005_100
34	44.67700002	2020	1	2	10	0	SPO-SE30312_00005_100
35	34.868	2020	1	2	11	0	SPO-SE30312_00005_100
36	22.5399999	2020	1	2	12	0	SPO-SE30312_00005_100
37	18.10600004	2020	1	2	13	0	SPO-SE30312_00005_100
38	15.78900003	2020	1	2	14	0	SPO-SE30312_00005_100
39	16.797	2020	1	2	15	0	SPO-SE30312_00005_100
40	14.22299995	2020	1	2	16	0	SPO-SE30312_00005_100
41	22.99499999	2020	1	2	17	0	SPO-SE30312_00005_100
42	18.98499994	2020	1	2	18	0	SPO-SE30312_00005_100
43	20.4379999	2020	1	2	19	0	SPO-SE30312_00005_100
44	17.54000003	2020	1	2	20	0	SPO-SE30312_00005_100
45	19.23700008	2020	1	2	21	0	SPO-SE30312_00005_100
46	15.36199995	2020	1	2	22	0	SPO-SE30312_00005_100
47	10.42	2020	1	2	23	0	SPO-SE30312_00005_100
48	13.276	2020	1	3	0	0	SPO-SE30312_00005_100
49	8.81699981	2020	1	3	1	0	SPO-SE30312_00005_100
50	6.48199994	2020	1	3	2	0	SPO-SE30312_00005_100
51	0.0	2020	1	3	3	0	SPO-SE30312_00005_100
52	2.577	2020	1	3	4	0	SPO-SE30312_00005_100
53	0.0	2020	1	3	5	0	SPO-SE30312_00005_100
54	0.0	2020	1	3	6	0	SPO-SE30312_00005_100
55	5.09499999	2020	1	3	7	0	SPO-SE30312_00005_100
56	11.71899995	2020	1	3	8	0	SPO-SE30312_00005_100
57	6.45	2020	1	3	9	0	SPO-SE30312_00005_100
58	4.564	2020	1	3	10	0	SPO-SE30312_00005_100
59	6.53700003	2020	1	3	11	0	SPO-SE30312_00005_100
60	10.90799998	2020	1	3	12	0	SPO-SE30312_00005_100
61	15.16600008	2020	1	3	13	0	SPO-SE30312_00005_100
62	0.0	2020	1	3	14	0	SPO-SE30312_00005_100
63	0.46700004	2020	1	3	15	0	SPO-SE30312_00005_100
64	4.535	2020	1	3	16	0	SPO-SE30312_00005_100
65	7.46900004	2020	1	3	17	0	SPO-SE30312_00005_100
66	7.09999996	2020	1	3	18	0	SPO-SE30312_00005_100
67	9.34900002	2020	1	3	19	0	SPO-SE30312_00005_100
68	8.81599998	2020	1	3	20	0	SPO-SE30312_00005_100
69	3.35899991	2020	1	3	21	0	SPO-SE30312_00005_100
70	12.331	2020	1	3	22	0	SPO-SE30312_00005_100
71	9.40400001	2020	1	3	23	0	SPO-SE30312_00005_100
72	9.871	2020	1	4	0	0	SPO-SE30312_00005_100
73	8.22999991	2020	1	4	1	0	SPO-SE30312_00005_100
74	7.04199995	2020	1	4	2	0	SPO-SE30312_00005_100
75	6.7949999	2020	1	4	3	0	SPO-SE30312_00005_100
76	0.0	2020	1	4	4	0	SPO-SE30312_00005_100
77	NaN	2020	1	4	5	0	
78	NaN	2020	1	4	6	0	
79	NaN	2020	1	4	7	0	
80	1.23700016	2020	1	4	8	0	SPO-SE30312_00005_100
81	0.70700004	2020	1	4	9	0	SPO-SE30312_00005_100
82	2.66600016	2020	1	4	10	0	SPO-SE30312_00005_100
83	3.38100017	2020	1	4	11	0	SPO-SE30312_00005_100
84	5.91699999	2020	1	4	12	0	SPO-SE30312_00005_100
85	9.90599996	2020	1	4	13	0	SPO-SE30312_00005_100
86	14.417	2020	1	4	14	0	SPO-SE30312_00005_100
87	30.04599981	2020	1	4	15	0	SPO-SE30312_00005_100
88	13.39799982	2020	1	4	16	0	SPO-SE30312_00005_100
89	15.569	2020	1	4	17	0	SPO-SE30312_00005_100
90	20.02499995	2020	1	4	18	0	SPO-SE30312_00005_100
91	10.68399999	2020	1	4	19	0	SPO-SE30312_00005_100
92	11.861	2020	1	4	20	0	SPO-SE30312_00005_100
93	11.49300004	2020	1	4	21	0	SPO-SE30312_00005_100
94	7.3729999	2020	1	4	22	0	SPO-SE30312_00005_100
95	7.89899995	2020	1	4	23	0	SPO-SE30312_00005_100
96	6.64499991	2020	1	5	0	0	SPO-SE30312_00005_100
97	5.36000004	2020	1	5	1	0	SPO-SE30312_00005_100
98	6.751	2020	1	5	2	0	SPO-SE30312_00005_100
99	5.783	2020	1	5	3	0	SPO-SE30312_00005_100
100	9.5099999	2020	1	5	4	0	SPO-SE30312_00005_100
101	4.977	2020	1	5	5	0	SPO-SE30312_00005_100
102	7.28800002	2020	1	5	6	0	SPO-SE30312_00005_100
103	6.857	2020	1	5	7	0	SPO-SE30312_00005_100
104	6.57899999	2020	1	5	8	0	SPO-SE30312_00005_100
105	12.882	2020	1	5	9	0	SPO-SE30312_00005_100
106	8.24999994	2020	1	5	10	0	SPO-SE30312_00005_100
107	11.47299982	2020	1	5	11	0	SPO-SE30312_00005_100
108	10.13700008	2020	1	5	12	0	SPO-SE30312_00005_100
109	13.45099991	2020	1	5	13	0	SPO-SE30312_00005_100
110	104.32500008	2020	1	5	14	0	SPO-SE30312_00005_100
111	189.54400017	2020	1	5	15	0	SPO-SE30312_00005_100
112	64.73100017	2020	1	5	16	0	SPO-SE30312_00005_100
113	23.58600034	2020	1	5	17	0	SPO-SE30312_00005_100
114	23.73400034	2020	1	5	18	0	SPO-SE30312_00005_100
115	8.48499991	2020	1	5	19	0	SPO-SE30312_00005_100
116	3.99299997	2020	1	5	20	0	SPO-SE30312_00005_100
117	6.74899981	2020	1	5	21	0	SPO-SE30312_00005_100
118	3.64599997	2020	1	5	22	0	SPO-SE30312_00005_100
119	5.31700001	2020	1	5	23	0	SPO-SE30312_00005_100
120	3.54199999	2020	1	6	0	0	SPO-SE30312_00005_100
121	8.6729999	2020	1	6	1	0	SPO-SE30312_00005_100
122	11.23400007	2020	1	6	2	0	SPO-SE30312_00005_100
123	8.77600007	2020	1	6	3	0	SPO-SE30312_00005_100
124	5.45800001	2020	1	6	4	0	SPO-SE30312_00005_100
125	5.69799991	2020	1	6	5	0	SPO-SE30312_00005_100
126	4.00200001	2020	1	6	6	0	SPO-SE30312_00005_100
127	5.57899995	2020	1	6	7	0	SPO-SE30312_00005_100
128	6.89599999	2020	1	6	8	0	SPO-SE30312_00005_100
129	6.47599999	2020	1	6	9	0	SPO-SE30312_00005_100
130	7.256	2020	1	6	10	0	SPO-SE30312_00005_100
