	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	6.703	2023	1	10	17	0	SPO-SE358695_00005_100
1	6.416	2023	1	10	18	0	SPO-SE358695_00005_100
2	NaN	2023	1	10	19	0	
3	NaN	2023	1	10	20	0	
4	NaN	2023	1	10	21	0	
5	NaN	2023	1	10	22	0	
6	NaN	2023	1	10	23	0	
7	NaN	2023	1	11	0	0	
8	NaN	2023	1	11	1	0	
9	NaN	2023	1	11	2	0	
10	NaN	2023	1	11	3	0	
11	NaN	2023	1	11	4	0	
12	NaN	2023	1	11	5	0	
13	NaN	2023	1	11	6	0	
14	NaN	2023	1	11	7	0	
15	NaN	2023	1	11	8	0	
16	NaN	2023	1	11	9	0	
17	NaN	2023	1	11	10	0	
18	NaN	2023	1	11	11	0	
19	NaN	2023	1	11	12	0	
20	NaN	2023	1	11	13	0	
21	NaN	2023	1	11	14	0	
22	NaN	2023	1	11	15	0	
23	NaN	2023	1	11	16	0	
24	NaN	2023	1	11	17	0	
25	NaN	2023	1	11	18	0	
26	NaN	2023	1	11	19	0	
27	NaN	2023	1	11	20	0	
28	NaN	2023	1	11	21	0	
29	NaN	2023	1	11	22	0	
30	NaN	2023	1	11	23	0	
31	NaN	2023	1	12	0	0	
32	NaN	2023	1	12	1	0	
33	NaN	2023	1	12	2	0	
34	NaN	2023	1	12	3	0	
35	NaN	2023	1	12	4	0	
36	NaN	2023	1	12	5	0	
37	NaN	2023	1	12	6	0	
38	NaN	2023	1	12	7	0	
39	NaN	2023	1	12	8	0	
40	NaN	2023	1	12	9	0	
41	NaN	2023	1	12	10	0	
42	NaN	2023	1	12	11	0	
43	NaN	2023	1	12	12	0	
44	NaN	2023	1	12	13	0	
45	NaN	2023	1	12	14	0	
46	NaN	2023	1	12	15	0	
47	NaN	2023	1	12	16	0	
48	NaN	2023	1	12	17	0	
49	NaN	2023	1	12	18	0	
50	NaN	2023	1	12	19	0	
51	NaN	2023	1	12	20	0	
52	NaN	2023	1	12	21	0	
53	NaN	2023	1	12	22	0	
54	NaN	2023	1	12	23	0	
55	NaN	2023	1	13	0	0	
56	NaN	2023	1	13	1	0	
57	NaN	2023	1	13	2	0	
58	NaN	2023	1	13	3	0	
59	NaN	2023	1	13	4	0	
60	NaN	2023	1	13	5	0	
61	NaN	2023	1	13	6	0	
62	NaN	2023	1	13	7	0	
63	NaN	2023	1	13	8	0	
64	NaN	2023	1	13	9	0	
65	NaN	2023	1	13	10	0	
66	NaN	2023	1	13	11	0	
67	NaN	2023	1	13	12	0	
68	NaN	2023	1	13	13	0	
