	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	20.3077	2023	1	1	0	0	SPO_NO0148A_5_4721
1	4.12819722	2023	1	1	1	0	SPO_NO0148A_5_4721
2	5.02549722	2023	1	1	2	0	SPO_NO0148A_5_4721
3	4.70400833	2023	1	1	3	0	SPO_NO0148A_5_4721
4	4.64969166	2023	1	1	4	0	SPO_NO0148A_5_4721
5	3.33546388	2023	1	1	5	0	SPO_NO0148A_5_4721
6	2.36311944	2023	1	1	6	0	SPO_NO0148A_5_4721
7	3.76989722	2023	1	1	7	0	SPO_NO0148A_5_4721
8	4.01130277	2023	1	1	8	0	SPO_NO0148A_5_4721
9	3.740675	2023	1	1	9	0	SPO_NO0148A_5_4721
10	5.34569166	2023	1	1	10	0	SPO_NO0148A_5_4721
11	4.02707777	2023	1	1	11	0	SPO_NO0148A_5_4721
12	2.65743888	2023	1	1	12	0	SPO_NO0148A_5_4721
13	2.91709444	2023	1	1	13	0	SPO_NO0148A_5_4721
14	3.52548888	2023	1	1	14	0	SPO_NO0148A_5_4721
15	8.08104444	2023	1	1	15	0	SPO_NO0148A_5_4721
16	11.00166111	2023	1	1	16	0	SPO_NO0148A_5_4721
17	12.81869444	2023	1	1	17	0	SPO_NO0148A_5_4721
18	10.80316666	2023	1	1	18	0	SPO_NO0148A_5_4721
19	4.19484444	2023	1	1	19	0	SPO_NO0148A_5_4721
20	2.54793333	2023	1	1	20	0	SPO_NO0148A_5_4721
21	2.90499444	2023	1	1	21	0	SPO_NO0148A_5_4721
22	8.21574444	2023	1	1	22	0	SPO_NO0148A_5_4721
23	9.37967777	2023	1	1	23	0	SPO_NO0148A_5_4721
24	6.84059166	2023	1	2	0	0	SPO_NO0148A_5_4721
25	5.12992777	2023	1	2	1	0	SPO_NO0148A_5_4721
26	1.308425	2023	1	2	2	0	SPO_NO0148A_5_4721
27	0.77931388	2023	1	2	3	0	SPO_NO0148A_5_4721
28	1.54805	2023	1	2	4	0	SPO_NO0148A_5_4721
29	1.90303055	2023	1	2	5	0	SPO_NO0148A_5_4721
30	2.30953055	2023	1	2	6	0	SPO_NO0148A_5_4721
31	3.53775	2023	1	2	7	0	SPO_NO0148A_5_4721
32	4.12326944	2023	1	2	8	0	SPO_NO0148A_5_4721
33	3.14171944	2023	1	2	9	0	SPO_NO0148A_5_4721
34	3.45956666	2023	1	2	10	0	SPO_NO0148A_5_4721
35	5.93129166	2023	1	2	11	0	SPO_NO0148A_5_4721
36	5.63522777	2023	1	2	12	0	SPO_NO0148A_5_4721
37	5.80180277	2023	1	2	13	0	SPO_NO0148A_5_4721
38	7.97195833	2023	1	2	14	0	SPO_NO0148A_5_4721
39	8.31796944	2023	1	2	15	0	SPO_NO0148A_5_4721
40	7.19538333	2023	1	2	16	0	SPO_NO0148A_5_4721
41	7.10165277	2023	1	2	17	0	SPO_NO0148A_5_4721
42	6.81646944	2023	1	2	18	0	SPO_NO0148A_5_4721
43	4.76501111	2023	1	2	19	0	SPO_NO0148A_5_4721
44	4.03765833	2023	1	2	20	0	SPO_NO0148A_5_4721
45	4.44769722	2023	1	2	21	0	SPO_NO0148A_5_4721
46	2.65680555	2023	1	2	22	0	SPO_NO0148A_5_4721
47	2.82401388	2023	1	2	23	0	SPO_NO0148A_5_4721
48	3.44801111	2023	1	3	0	0	SPO_NO0148A_5_4721
49	2.45089722	2023	1	3	1	0	SPO_NO0148A_5_4721
50	2.48531388	2023	1	3	2	0	SPO_NO0148A_5_4721
51	2.00579722	2023	1	3	3	0	SPO_NO0148A_5_4721
52	1.13044444	2023	1	3	4	0	SPO_NO0148A_5_4721
53	0.52800833	2023	1	3	5	0	SPO_NO0148A_5_4721
54	0.90094166	2023	1	3	6	0	SPO_NO0148A_5_4721
55	1.94798333	2023	1	3	7	0	SPO_NO0148A_5_4721
56	4.15103055	2023	1	3	8	0	SPO_NO0148A_5_4721
