	Concentration (microg/m^3)	Year	Month	Day	Hour	Minute	SamplingPoint
0	31.21999999	2020	1	1	0	0	SPO_NO0057A_5_41
1	80.09999999	2020	1	1	1	0	SPO_NO0057A_5_41
2	37.1	2020	1	1	2	0	SPO_NO0057A_5_41
3	5.37999999	2020	1	1	3	0	SPO_NO0057A_5_41
4	0.28	2020	1	1	4	0	SPO_NO0057A_5_41
5	1.59	2020	1	1	5	0	SPO_NO0057A_5_41
6	6.87999999	2020	1	1	6	0	SPO_NO0057A_5_41
7	9.5	2020	1	1	7	0	SPO_NO0057A_5_41
8	3.45	2020	1	1	8	0	SPO_NO0057A_5_41
9	2.77999999	2020	1	1	9	0	SPO_NO0057A_5_41
10	3.79	2020	1	1	10	0	SPO_NO0057A_5_41
11	3.16999999	2020	1	1	11	0	SPO_NO0057A_5_41
12	6.91999999	2020	1	1	12	0	SPO_NO0057A_5_41
13	8.05	2020	1	1	13	0	SPO_NO0057A_5_41
14	8.81	2020	1	1	14	0	SPO_NO0057A_5_41
15	10.46	2020	1	1	15	0	SPO_NO0057A_5_41
16	19.77	2020	1	1	16	0	SPO_NO0057A_5_41
17	16.78999999	2020	1	1	17	0	SPO_NO0057A_5_41
18	20.98999999	2020	1	1	18	0	SPO_NO0057A_5_41
19	19.23	2020	1	1	19	0	SPO_NO0057A_5_41
20	13.01	2020	1	1	20	0	SPO_NO0057A_5_41
21	13.5	2020	1	1	21	0	SPO_NO0057A_5_41
22	14.05	2020	1	1	22	0	SPO_NO0057A_5_41
23	16.71999999	2020	1	1	23	0	SPO_NO0057A_5_41
24	15.31	2020	1	2	0	0	SPO_NO0057A_5_41
25	16.14999999	2020	1	2	1	0	SPO_NO0057A_5_41
26	15.24	2020	1	2	2	0	SPO_NO0057A_5_41
27	9.31	2020	1	2	3	0	SPO_NO0057A_5_41
28	5.45	2020	1	2	4	0	SPO_NO0057A_5_41
29	5.62999999	2020	1	2	5	0	SPO_NO0057A_5_41
30	9.18999999	2020	1	2	6	0	SPO_NO0057A_5_41
31	9.19999999	2020	1	2	7	0	SPO_NO0057A_5_41
32	9.02999999	2020	1	2	8	0	SPO_NO0057A_5_41
33	11.01	2020	1	2	9	0	SPO_NO0057A_5_41
34	13.86999999	2020	1	2	10	0	SPO_NO0057A_5_41
35	15.69	2020	1	2	11	0	SPO_NO0057A_5_41
36	17.48999999	2020	1	2	12	0	SPO_NO0057A_5_41
37	16.66	2020	1	2	13	0	SPO_NO0057A_5_41
38	18.30999999	2020	1	2	14	0	SPO_NO0057A_5_41
39	17.48	2020	1	2	15	0	SPO_NO0057A_5_41
40	12.52	2020	1	2	16	0	SPO_NO0057A_5_41
41	12.57	2020	1	2	17	0	SPO_NO0057A_5_41
42	11.5	2020	1	2	18	0	SPO_NO0057A_5_41
43	7.15	2020	1	2	19	0	SPO_NO0057A_5_41
44	5.19	2020	1	2	20	0	SPO_NO0057A_5_41
45	22.75	2020	1	2	21	0	SPO_NO0057A_5_41
46	8.49	2020	1	2	22	0	SPO_NO0057A_5_41
47	3.89999999	2020	1	2	23	0	SPO_NO0057A_5_41
48	17.85999999	2020	1	3	0	0	SPO_NO0057A_5_41
49	16.68	2020	1	3	1	0	SPO_NO0057A_5_41
50	10.35	2020	1	3	2	0	SPO_NO0057A_5_41
51	NaN	2020	1	3	3	0	SPO_NO0057A_5_41
52	NaN	2020	1	3	4	0	SPO_NO0057A_5_41
53	NaN	2020	1	3	5	0	SPO_NO0057A_5_41
54	0.0	2020	1	3	6	0	SPO_NO0057A_5_41
55	4.38999999	2020	1	3	7	0	SPO_NO0057A_5_41
56	8.93999999	2020	1	3	8	0	SPO_NO0057A_5_41
57	8.0	2020	1	3	9	0	SPO_NO0057A_5_41
58	18.73	2020	1	3	10	0	SPO_NO0057A_5_41
59	49.11999999	2020	1	3	11	0	SPO_NO0057A_5_41
60	43.21999999	2020	1	3	12	0	SPO_NO0057A_5_41
61	38.39	2020	1	3	13	0	SPO_NO0057A_5_41
62	51.31	2020	1	3	14	0	SPO_NO0057A_5_41
63	49.97999999	2020	1	3	15	0	SPO_NO0057A_5_41
64	59.71999999	2020	1	3	16	0	SPO_NO0057A_5_41
65	61.1	2020	1	3	17	0	SPO_NO0057A_5_41
66	33.04999999	2020	1	3	18	0	SPO_NO0057A_5_41
67	7.62	2020	1	3	19	0	SPO_NO0057A_5_41
68	2.64	2020	1	3	20	0	SPO_NO0057A_5_41
69	4.15	2020	1	3	21	0	SPO_NO0057A_5_41
70	5.41	2020	1	3	22	0	SPO_NO0057A_5_41
71	7.11	2020	1	3	23	0	SPO_NO0057A_5_41
72	3.71	2020	1	4	0	0	SPO_NO0057A_5_41
73	1.31	2020	1	4	1	0	SPO_NO0057A_5_41
74	2.41999999	2020	1	4	2	0	SPO_NO0057A_5_41
75	0.94	2020	1	4	3	0	SPO_NO0057A_5_41
76	1.39999999	2020	1	4	4	0	SPO_NO0057A_5_41
77	4.42999999	2020	1	4	5	0	SPO_NO0057A_5_41
78	4.37	2020	1	4	6	0	SPO_NO0057A_5_41
79	8.23	2020	1	4	7	0	SPO_NO0057A_5_41
80	6.87999999	2020	1	4	8	0	SPO_NO0057A_5_41
81	6.54999999	2020	1	4	9	0	SPO_NO0057A_5_41
82	12.74	2020	1	4	10	0	SPO_NO0057A_5_41
83	17.43	2020	1	4	11	0	SPO_NO0057A_5_41
84	2.5	2020	1	4	12	0	SPO_NO0057A_5_41
85	5.19	2020	1	4	13	0	SPO_NO0057A_5_41
86	16.93	2020	1	4	14	0	SPO_NO0057A_5_41
